sim_time,state,cmd_elev,act_elev,cmd_rud,act_rud,cmd_thr,act_thr,cmd_depth,state_target_depth,act_depth,pos_n,pos_e,depth,heading_deg,speed,pitch_deg,altitude,oa1_range,oa2_range,roll_deg,seafloor_n,seafloor_e,seafloor_d,faults_active,fault_components,detected,det_component,det_method,det_mismatch,elev_cnt,rud_cnt,thr_cnt,depth_cnt,V_batt,SOC,I_batt,P_total,eta_motor,P_motor,P_hotel,usbl_range,usbl_azimuth,usbl_elevation,dock_n,dock_e,dock_d,state_target_wp_id,py_alt_fwd,py_alt_aft,py_alt_left,py_alt_right,py_alt_avg,alt_diff
74.0,1,0.0813,0.0817,0.0019,0.0019,3.868,3.868,180.0,180.0,33.631,546.92,543.2,33.63,45.22,1.383,-21.83,0.0,25.949,25.968,0.3,546.92,543.2,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84814309,4.514,209.7,0.141,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
75.0,1,0.0804,0.0807,0.0018,0.0019,3.868,3.868,180.0,180.0,34.136,547.83,544.11,34.14,45.22,1.387,-21.71,0.0,25.949,25.968,0.3,547.83,544.11,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84811802,4.514,209.7,0.142,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
76.0,1,0.0795,0.0799,0.0018,0.0018,3.868,3.868,180.0,180.0,34.641,548.74,545.03,34.64,45.22,1.391,-21.61,0.0,25.949,25.968,0.3,548.74,545.03,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84809294,4.514,209.7,0.142,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
77.0,1,0.0788,0.0791,0.0018,0.0017,3.868,3.868,180.0,180.0,35.144,549.65,545.95,35.14,45.22,1.394,-21.54,0.0,25.949,25.968,0.3,549.65,545.95,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84806787,4.514,209.7,0.142,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
78.0,1,0.0779,0.0783,0.0018,0.0017,3.868,3.868,180.0,180.0,35.648,550.57,546.88,35.65,45.21,1.398,-21.48,0.0,25.949,25.968,0.3,550.57,546.88,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84804279,4.514,209.7,0.143,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
79.0,1,0.0772,0.0775,0.0017,0.0016,3.868,3.868,180.0,180.0,36.151,551.49,547.81,36.15,45.21,1.401,-21.42,0.0,25.949,25.968,0.3,551.49,547.81,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84801771,4.514,209.7,0.143,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
80.0,1,0.0765,0.0768,0.0016,0.0017,3.868,3.868,180.0,180.0,36.654,552.41,548.74,36.65,45.21,1.404,-21.37,0.0,25.949,25.968,0.3,552.41,548.74,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84799264,4.514,209.7,0.143,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
81.0,1,0.0759,0.0761,0.0017,0.0017,3.868,3.868,180.0,180.0,37.157,553.33,549.67,37.16,45.21,1.407,-21.32,0.0,25.949,25.968,0.3,553.33,549.67,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84796756,4.514,209.7,0.144,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
82.0,1,0.0753,0.0755,0.0017,0.0016,3.868,3.868,180.0,180.0,37.66,554.26,550.6,37.66,45.21,1.41,-21.26,0.0,25.949,25.968,0.3,554.26,550.6,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84794249,4.514,209.7,0.144,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
83.0,1,0.0747,0.0749,0.0016,0.0016,3.868,3.868,180.0,180.0,38.163,555.19,551.54,38.16,45.2,1.412,-21.21,0.0,25.949,25.968,0.29,555.19,551.54,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84791741,4.514,209.7,0.144,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
84.0,1,0.0742,0.0744,0.0016,0.0016,3.868,3.868,180.0,180.0,38.666,556.12,552.48,38.67,45.2,1.415,-21.17,0.0,25.949,25.968,0.29,556.12,552.48,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84789233,4.514,209.7,0.144,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
85.0,1,0.0737,0.0739,0.0016,0.0017,3.868,3.868,180.0,180.0,39.168,557.05,553.42,39.17,45.2,1.417,-21.12,0.0,25.949,25.968,0.29,557.05,553.42,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84786726,4.514,209.7,0.144,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
86.0,1,0.0732,0.0734,0.0016,0.0017,3.868,3.868,180.0,180.0,39.67,557.98,554.36,39.67,45.2,1.419,-21.08,0.0,25.949,25.968,0.29,557.98,554.36,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84784218,4.514,209.7,0.145,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
87.0,1,0.0728,0.073,0.0017,0.0016,3.868,3.868,180.0,180.0,40.172,558.92,555.31,40.17,45.2,1.421,-21.04,0.0,25.949,25.968,0.29,558.92,555.31,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84781711,4.514,209.7,0.145,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
88.0,1,0.0724,0.0725,0.0016,0.0016,3.868,3.868,180.0,180.0,40.674,559.86,556.25,40.67,45.2,1.423,-21.01,0.0,25.949,25.968,0.29,559.86,556.25,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84779203,4.514,209.7,0.145,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
89.0,1,0.072,0.0722,0.0017,0.0016,3.868,3.868,180.0,180.0,41.176,560.79,557.2,41.18,45.2,1.425,-20.98,0.0,25.949,25.968,0.29,560.79,557.2,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84776695,4.514,209.7,0.145,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
90.0,1,0.0717,0.0718,0.0016,0.0016,3.868,3.868,180.0,180.0,41.678,561.73,558.15,41.68,45.2,1.427,-20.94,0.0,25.949,25.968,0.29,561.73,558.15,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84774188,4.514,209.7,0.145,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
91.0,1,0.0714,0.0715,0.0017,0.0016,3.868,3.868,180.0,180.0,42.179,562.67,559.1,42.18,45.2,1.429,-20.92,0.0,25.949,25.968,0.29,562.67,559.1,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.8477168,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
92.0,1,0.0711,0.0711,0.0016,0.0016,3.868,3.868,180.0,180.0,42.681,563.62,560.05,42.68,45.2,1.43,-20.89,0.0,25.949,25.968,0.29,563.62,560.05,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84769173,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
93.0,1,0.0707,0.0709,0.0017,0.0016,3.868,3.868,180.0,180.0,43.182,564.56,561.0,43.18,45.2,1.432,-20.86,0.0,25.949,25.968,0.29,564.56,561.0,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84766665,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
94.0,1,0.0705,0.0706,0.0015,0.0016,3.868,3.868,180.0,180.0,43.684,565.5,561.95,43.68,45.2,1.433,-20.84,0.0,25.949,25.968,0.29,565.5,561.95,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84764157,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
95.0,1,0.0702,0.0703,0.0015,0.0016,3.868,3.868,180.0,180.0,44.185,566.45,562.91,44.19,45.2,1.434,-20.82,0.0,25.949,25.968,0.29,566.45,562.91,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.8476165,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
96.0,1,0.07,0.0701,0.0016,0.0016,3.868,3.868,180.0,180.0,44.686,567.4,563.86,44.69,45.2,1.435,-20.79,0.0,25.949,25.968,0.29,567.4,563.86,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84759142,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
97.0,1,0.0698,0.0698,0.0016,0.0016,3.868,3.868,180.0,180.0,45.187,568.34,564.82,45.19,45.2,1.436,-20.77,0.0,25.949,25.968,0.29,568.34,564.82,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84756634,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
98.0,1,0.0695,0.0696,0.0016,0.0015,3.868,3.868,180.0,180.0,45.688,569.29,565.77,45.69,45.2,1.437,-20.75,0.0,25.949,25.968,0.29,569.29,565.77,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84754127,4.514,209.7,0.146,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
99.0,1,0.0694,0.0695,0.0015,0.0015,3.868,3.868,180.0,180.0,46.189,570.24,566.73,46.19,45.2,1.438,-20.74,0.0,25.949,25.968,0.29,570.24,566.73,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84751619,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
100.0,1,0.0692,0.0692,0.0017,0.0016,3.868,3.868,180.0,180.0,46.69,571.19,567.69,46.69,45.2,1.439,-20.72,0.0,25.949,25.968,0.29,571.19,567.69,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84749112,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
101.0,1,0.069,0.0691,0.0016,0.0016,3.868,3.868,180.0,180.0,47.191,572.14,568.65,47.19,45.2,1.44,-20.7,0.0,25.949,25.968,0.29,572.14,568.65,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84746604,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
102.0,1,0.0688,0.0689,0.0016,0.0015,3.868,3.868,180.0,180.0,47.692,573.09,569.61,47.69,45.2,1.441,-20.69,0.0,25.949,25.968,0.29,573.09,569.61,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84744096,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
103.0,1,0.0687,0.0687,0.0015,0.0016,3.868,3.868,180.0,180.0,48.193,574.04,570.57,48.19,45.2,1.442,-20.68,0.0,25.949,25.968,0.29,574.04,570.57,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84741589,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
104.0,1,0.0686,0.0686,0.0016,0.0016,3.868,3.868,180.0,180.0,48.693,575.0,571.53,48.69,45.2,1.443,-20.66,0.0,25.949,25.968,0.29,575.0,571.53,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84739081,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
105.0,1,0.0684,0.0685,0.0016,0.0015,3.868,3.868,180.0,180.0,49.194,575.95,572.49,49.19,45.2,1.443,-20.65,0.0,25.949,25.968,0.29,575.95,572.49,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84736573,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
106.0,1,0.0683,0.0684,0.0016,0.0016,3.868,3.868,180.0,180.0,49.695,576.9,573.45,49.69,45.2,1.444,-20.64,0.0,25.949,25.968,0.29,576.9,573.45,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84734066,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
107.0,1,0.0682,0.0682,0.0015,0.0016,3.868,3.868,180.0,180.0,50.195,577.86,574.41,50.2,45.2,1.445,-20.63,0.0,25.949,25.968,0.29,577.86,574.41,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84731558,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
108.0,1,0.0681,0.0681,0.0015,0.0016,3.868,3.868,180.0,180.0,50.696,578.81,575.37,50.7,45.2,1.445,-20.62,0.0,25.949,25.968,0.29,578.81,575.37,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84729051,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
109.0,1,0.068,0.068,0.0016,0.0016,3.868,3.868,180.0,180.0,51.196,579.76,576.34,51.2,45.2,1.446,-20.61,0.0,25.949,25.968,0.29,579.76,576.34,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84726543,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
110.0,1,0.0679,0.0679,0.0015,0.0015,3.868,3.868,180.0,180.0,51.697,580.72,577.3,51.7,45.2,1.446,-20.6,0.0,25.949,25.968,0.29,580.72,577.3,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84724035,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
111.0,1,0.0678,0.0679,0.0016,0.0015,3.868,3.868,180.0,180.0,52.197,581.67,578.26,52.2,45.2,1.447,-20.59,0.0,25.949,25.968,0.29,581.67,578.26,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84721528,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
112.0,1,0.0677,0.0677,0.0015,0.0015,3.868,3.868,180.0,180.0,52.698,582.63,579.23,52.7,45.2,1.447,-20.59,0.0,25.949,25.968,0.29,582.63,579.23,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.8471902,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
113.0,1,0.0676,0.0677,0.0015,0.0016,3.868,3.868,180.0,180.0,53.198,583.59,580.19,53.2,45.2,1.447,-20.58,0.0,25.949,25.968,0.29,583.59,580.19,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84716512,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
114.0,1,0.0676,0.0676,0.0017,0.0016,3.868,3.868,180.0,180.0,53.698,584.54,581.16,53.7,45.2,1.448,-20.57,0.0,25.949,25.968,0.29,584.54,581.16,0.0,0,none,0,none,none,0.0,0,0,0,0,46.45,0.84714005,4.514,209.7,0.147,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
